Name,Gender,Age,Income,Expenses,Savings,FinancialGoal,RiskAppetite,ESGScore,SustainableInvestments,EducationLevel,EmploymentStatus,InvestmentHorizon,EthicalConsiderations
Anthony Garcia,Male,61,97741.44999566452,17976.57004912468,19634.059249541548,120330.32155115317,0.8302143805558815,79.41111194844817,No,College,Self-Employed,Short Term,Social Responsibility
Debra Fisher,Male,47,116914.50999424454,24924.05621709484,26426.96332949181,126899.46655860738,0.06442752952819675,94.35475772091063,Yes,College,Employed,Medium Term,Social Responsibility
Sarah Jackson,Female,62,68740.9989501164,10563.084748985286,48874.16954480426,120384.85881756838,0.20355804149781898,77.5749471783375,Yes,College,Employed,Long Term,Social Responsibility
Carlos Hamilton,Male,48,30949.2995506122,22888.525353922763,29326.287262652742,160072.1821168594,0.41243837972681785,61.95665556082835,Yes,Graduate,Employed,Long Term,Governance
Antonio Coleman,Female,58,53286.45333632899,43329.14666266256,17258.649242554136,113152.4160723178,0.8237107044983252,76.40985704635884,No,High School,Self-Employed,Short Term,Governance
Amber Harris,Female,29,75960.86164725403,17623.06839761618,25018.021956683475,194087.19537156879,0.6460426536245965,62.53487575535191,Yes,High School,Unemployed,Long Term,Environmental Impact
Pamela Sanchez,Female,26,76691.79901644145,37069.925667084404,48629.401904954575,169733.48330104863,0.2564466348801173,57.893446925898175,No,High School,Employed,Short Term,Governance
Shawn Taylor,Female,22,82246.64659716038,35067.4771468649,36393.02946081713,93381.26648311483,0.6012322696755068,8.553469907138922,Yes,High School,Self-Employed,Short Term,Governance
Morgan Norman,Female,63,81771.18584433835,19952.924915035277,12966.648799087045,55298.93602622801,0.40586593924822967,6.068694529469587,No,College,Unemployed,Medium Term,Governance
Shannon Ward,Female,47,70120.06963544161,37740.989886815885,31891.28894764523,188429.67740927247,0.1135585766282845,3.3343675564193154,Yes,College,Employed,Long Term,Social Responsibility
David Cohen,Male,20,65202.075180975255,23773.990962532836,33397.138518847685,162413.7919069128,0.19191601148027304,31.327943421962658,No,High School,Self-Employed,Medium Term,Environmental Impact
William Baker,Male,36,99510.80092161888,15157.23201713211,33613.301139162606,159045.7571130487,0.24558660981837477,84.76921446126973,No,College,Unemployed,Long Term,Environmental Impact
Stephanie Aguilar,Male,30,82973.09608861325,25342.019052307747,30379.301902457933,134555.94099362544,0.8272288241277677,6.502821879570364,No,Graduate,Self-Employed,Medium Term,Social Responsibility
Sandra Barnes,Male,20,75041.9203457761,33546.827526722875,28555.691195952837,59212.664473019584,0.46415970091061554,12.753579066695442,Yes,College,Unemployed,Long Term,Social Responsibility
Angela Smith,Female,30,61047.06488395664,16680.807490732375,33778.77119198654,120974.07979310425,0.5598250105328344,91.91157877623073,Yes,College,Self-Employed,Long Term,Environmental Impact
Joseph Stein,Male,20,32210.63877231924,42953.75318697641,18934.75976512985,75361.88614315538,0.43613291101171914,44.19184033184411,Yes,Graduate,Employed,Short Term,Environmental Impact
Judy Owens,Male,38,39409.44222054555,21928.09013976555,20622.57350738589,57742.982718705985,0.6469220512036653,30.14710740055042,No,High School,Employed,Long Term,Governance
Jennifer Mays,Male,37,67437.78856731413,21633.111672379462,29285.065496122683,198554.72440841034,0.03700373472266272,62.618521177648745,Yes,Graduate,Unemployed,Medium Term,Governance
Suzanne White,Male,50,116555.50791119733,39113.27645787251,41211.84948109039,171334.36695193508,0.15935848856502743,6.579025910666269,Yes,College,Unemployed,Medium Term,Governance
Victoria Barton,Male,43,40446.24041630772,33854.79674462009,24883.71375094405,143647.55082200997,0.13643062881486012,67.7564457474574,No,High School,Unemployed,Long Term,Environmental Impact
Charles Hardin,Male,52,114660.85423315737,23513.406048317316,21460.249487677003,93022.34815593084,0.2583968474691348,55.925805160554596,Yes,High School,Unemployed,Long Term,Social Responsibility
Melissa Ellis,Male,48,42750.76591483934,45518.96175348167,16691.316977197595,62376.52502226233,0.8035381829572616,29.49167702341773,No,High School,Unemployed,Short Term,Governance
Christina Gibson,Female,34,58070.13095077873,49818.89639311714,18660.781200789002,125839.4163960914,0.658670712640182,38.14554840451707,Yes,College,Unemployed,Medium Term,Governance
Lydia Burgess,Female,20,70979.93717032894,23709.313570302395,5004.155587771763,177716.78840789513,0.17598522189478438,9.583025140540279,No,College,Employed,Short Term,Environmental Impact
Jeffery Gray,Female,59,48618.0593587483,46055.35104578098,41692.09051223996,91677.31954014036,0.8525210175084499,75.19633577101528,No,College,Unemployed,Medium Term,Social Responsibility
Gregory Smith,Female,30,73463.33989014497,24370.035454665296,43157.591977220174,69880.81442095089,0.9637868905251771,23.31119840188528,No,High School,Employed,Long Term,Governance
Victoria Mann,Male,36,72854.62780882472,17537.041355634778,20474.821276249742,92145.78972222333,0.4858419655429851,59.95758532544583,Yes,High School,Unemployed,Medium Term,Governance
Deborah Mack,Male,40,69434.93444457243,47923.374148277704,26113.90798598118,178678.7576119852,0.019908741528744,65.97240315676342,Yes,College,Employed,Medium Term,Social Responsibility
Dr. Justin Moore,Female,21,92708.69389712994,46728.216353657335,5374.269976836798,52130.4515094636,0.8595840029158106,1.0606545607829365,No,College,Unemployed,Long Term,Social Responsibility
David Norris,Female,59,58701.85267959304,26135.665780045012,46493.97780848238,66732.41064379536,0.08392954106557937,38.39200248137793,Yes,College,Unemployed,Medium Term,Social Responsibility
Adrienne Hall,Female,39,57023.76748637463,19136.73139343302,47613.0880340656,76192.07714885267,0.6015997402219412,79.51646777101288,Yes,College,Self-Employed,Long Term,Environmental Impact
Leslie Turner,Male,35,102916.73432268282,39086.75312545286,26468.018170315572,138765.5188206217,0.867171779748661,87.99381674841842,No,Graduate,Employed,Medium Term,Environmental Impact
Timothy Mitchell,Male,25,40357.67400289074,15248.231056687302,5410.9669809349925,72670.3420197468,0.9005748849741255,61.92305542623841,Yes,Graduate,Employed,Long Term,Governance
Brittany Thomas,Female,41,106426.20072422188,39363.064772460835,24369.589097115506,116997.97515172529,0.407006851559678,33.961647488863335,No,High School,Unemployed,Medium Term,Social Responsibility
Erica Tran,Male,45,88317.29255499423,33587.713391969664,18181.51758510745,171176.10369853606,0.36343424522632406,93.7584852246762,Yes,Graduate,Unemployed,Medium Term,Governance
Nicholas Jones,Female,43,90942.53996017957,16759.389675605886,15404.692708362134,89187.88818552461,0.6574306032487701,78.29291375426357,Yes,College,Employed,Short Term,Governance
Jennifer Christensen,Male,65,44791.86835656329,24663.65805599394,5324.809325259539,155116.2308859034,0.09030629245113608,45.407676337072914,Yes,College,Self-Employed,Short Term,Governance
David Wells,Male,46,118551.042352945,36021.61520484899,21813.97444371651,122737.77706266475,0.9431621420369332,32.8193668930332,No,Graduate,Unemployed,Short Term,Environmental Impact
Angela Perez,Male,42,51952.16518967934,11494.53710770381,23528.114107976056,169905.8009617651,0.7242344531621804,19.248131743078368,No,Graduate,Self-Employed,Medium Term,Social Responsibility
Kari Rodriguez,Female,39,45700.79095417206,45061.76550397905,30224.946138782696,179302.1642041473,0.14056015190512794,10.2689653726582,Yes,College,Unemployed,Medium Term,Environmental Impact
Cindy Willis,Male,29,44412.21400938234,20231.566957011717,22763.84358290825,101427.19930120371,0.11193236388991301,59.51751076675906,No,High School,Employed,Medium Term,Environmental Impact
Terri Walsh,Male,49,80386.40572408767,31389.33736775362,12347.127289862994,62660.21985636535,0.7344804070908466,6.754447216456006,No,Graduate,Self-Employed,Medium Term,Governance
Morgan Snow,Male,62,116261.63595605547,11943.47846326949,38170.303434651985,71760.53776839087,0.9329354473996356,78.94164237438102,No,Graduate,Unemployed,Short Term,Social Responsibility
Eric Preston,Male,49,50866.99926702693,49787.209346282594,22537.54714339382,190091.2782047582,0.5219575588719333,19.361454177178427,Yes,High School,Unemployed,Long Term,Social Responsibility
James Good,Female,41,66454.26926522276,36478.79663351578,22026.11271237328,73122.54477770724,0.8289815826745311,57.32121327965082,Yes,High School,Employed,Medium Term,Governance
Jeffrey Pittman,Female,51,46600.65976362543,36142.70473603011,16834.112395081203,124392.24133576597,0.9496745003395963,63.73637356527001,Yes,Graduate,Employed,Short Term,Governance
Michelle Thompson,Female,35,87643.09889940702,10789.670660565807,24000.77222391617,199037.83620850876,0.9315556252394627,25.628610220097904,No,Graduate,Employed,Short Term,Governance
Patrick Martinez,Male,23,68892.10071863543,37589.989935097045,15780.281672235225,165555.16837146168,0.2518080584440462,42.100700349658204,No,Graduate,Employed,Medium Term,Environmental Impact
Jacob Morales,Female,64,32627.304690815152,26671.022607181752,39404.22323344766,85692.11586639355,0.8845648623276411,72.46230365399336,Yes,Graduate,Employed,Medium Term,Governance
Javier Morris DDS,Female,45,85269.62436347277,25210.150517104583,45947.94815476782,116027.75125875967,0.23807685524092104,44.46243136072412,No,High School,Unemployed,Long Term,Environmental Impact
Andres Bates,Female,23,47759.199220402166,31891.29538915702,41340.8723192409,145636.1999742127,0.12227683345370643,24.315247787291327,No,College,Employed,Short Term,Social Responsibility
Christopher Cisneros,Female,45,83298.28425243315,28975.853533109486,35808.81306703336,81628.5121192307,0.8066872456178839,79.70255840127973,No,Graduate,Unemployed,Medium Term,Governance
Dale Mullen,Female,56,64995.22023201364,16125.083924977454,17810.45846030538,160154.16664089973,0.32928591096650184,6.04911828613337,Yes,Graduate,Employed,Long Term,Social Responsibility
Shannon Moran,Female,29,93426.2054363761,37807.68116883637,38431.71014590183,101761.35791949084,0.5843262205812063,31.166685808094062,No,Graduate,Employed,Medium Term,Environmental Impact
Hannah Perez,Male,52,48520.60314305897,35212.453606517476,41396.38920945667,146339.16459723804,0.38995066885532137,43.584812814836006,Yes,Graduate,Employed,Long Term,Social Responsibility
Pamela Tyler,Male,36,97709.29458244424,22044.658190271693,23580.67444309613,163322.58971728123,0.7483742292520327,95.97413513936472,Yes,Graduate,Employed,Short Term,Social Responsibility
Melissa Yu,Female,38,102785.68097681347,36466.58304362888,43406.69105262218,67399.15466218055,0.23593807917460863,75.43736350368235,Yes,College,Self-Employed,Medium Term,Governance
Christopher Walker,Female,24,35630.737632224795,36499.31863555587,13208.323055118926,75140.0595128703,0.42286899848288584,31.118824022759426,Yes,High School,Employed,Medium Term,Governance
Alex Houston,Female,23,39157.684385442815,20799.085981487566,18031.788468107847,109811.72041173867,0.1442779087037892,88.5221910038171,No,High School,Unemployed,Long Term,Environmental Impact
Edward Rodriguez,Male,38,108478.13970088966,34225.373476960165,33660.171929675605,95205.06949305486,0.17515425543568008,77.54956643702438,No,College,Self-Employed,Medium Term,Social Responsibility
Christian Harmon,Male,60,46826.3852068884,15486.540919192357,32797.82362561319,161922.5818085504,0.9699234759401331,14.740906260552823,Yes,High School,Self-Employed,Long Term,Governance
Adam Sweeney,Male,36,59338.64204389366,43226.10881883559,17246.03587032308,162864.17795992558,0.4394754127292003,30.86744144806972,No,College,Employed,Short Term,Governance
Vernon Willis,Male,37,71179.53799855668,14196.569476003879,33023.92011239991,129878.12485582528,0.25430592047348566,34.290031560558035,Yes,College,Employed,Short Term,Environmental Impact
Clayton Lopez,Female,46,53611.80559071248,38750.648980646714,13450.524914480504,106970.11912261316,0.5894809443945095,36.882999517225514,No,High School,Self-Employed,Medium Term,Governance
Stephanie Anderson,Male,56,107637.28927115766,14709.382737489572,5872.792876114836,155841.1706873072,0.49035858015321165,0.8081842345599721,No,Graduate,Self-Employed,Medium Term,Social Responsibility
Joshua Williams,Male,63,77494.35176650045,14560.502107369917,7233.443250039438,121188.43711460957,0.37470498457266177,58.64399124508858,Yes,College,Self-Employed,Long Term,Environmental Impact
Hannah Thompson,Female,45,87519.77270995356,14250.5483322558,29073.683887689484,71772.47464333712,0.9487108894658188,67.83003743335632,No,College,Employed,Short Term,Governance
Kaitlin Meadows,Female,28,83727.37463546942,17945.86646825129,13367.191916368654,180541.66037745884,0.3164899464379626,5.731764612635482,No,Graduate,Employed,Medium Term,Social Responsibility
Brandy Palmer,Female,62,85017.75790251017,17989.97544585434,9602.306989544288,51779.456014326446,0.42378131654004836,50.71078674434407,No,Graduate,Unemployed,Short Term,Social Responsibility
Andrew Mcfarland,Male,46,82830.42431086962,20519.756624549274,17113.78098001155,189083.378908011,0.6827384475346407,83.5174929793551,No,High School,Self-Employed,Long Term,Environmental Impact
Thomas Stephens,Female,40,61313.217369307895,30925.844303703227,37183.817399507374,117323.09354320625,0.9633153399656248,85.87022055283732,No,College,Unemployed,Medium Term,Social Responsibility
Peter Chapman,Female,46,106096.60224026033,18066.927599287577,37719.81817013907,151774.01078755624,0.8794335408827159,42.20611404166825,No,High School,Unemployed,Medium Term,Environmental Impact
Matthew Thomas,Male,20,85562.64114027825,38137.47000985033,15476.472408017995,194264.40842105457,0.9369722913571561,19.540712964915308,Yes,Graduate,Self-Employed,Long Term,Environmental Impact
John Garcia,Female,64,103236.44288348405,21814.048040024518,11780.766216386986,152431.44663706876,0.36299801226870543,20.037190348323275,No,College,Unemployed,Medium Term,Social Responsibility
Michael Hester,Female,40,93538.9524851382,11576.228305142746,27211.07989380854,56152.642254566,0.7156712291221267,90.85002184008152,Yes,Graduate,Unemployed,Medium Term,Governance
Sydney Carter,Female,57,56770.03512294167,29854.188534723708,20386.07842408818,187656.8211592287,0.8213653661919489,78.52638070911449,No,Graduate,Employed,Medium Term,Environmental Impact
William Jones,Female,45,85303.60641416276,18307.7593708646,19020.950834137497,145613.62268830993,0.02107421044556479,34.15519236725238,No,High School,Self-Employed,Medium Term,Social Responsibility
John Montgomery,Female,35,37627.6771760725,47324.9737860751,40975.80583712316,193427.54838344373,0.9668051593395279,66.7860138980486,No,High School,Employed,Medium Term,Social Responsibility
Pedro Humphrey,Male,58,42055.29926856396,23224.14464786806,49908.355077451975,114767.88179258132,0.6058147328705298,69.47815767812803,Yes,High School,Unemployed,Medium Term,Social Responsibility
